7,13,11,22,12,20,1,18,21,5,0,8,14,24,19,9,4,17,16,10,23,15,3,2,6 108  14544553478   5059841204 2.87451 65.2114
6,0,24,14,8,5,21,19,9,17,16,20,10,13,2,15,11,22,1,3,7,23,4,18,12  97  16435283961   5783024567 2.84199 64.8134
2,0,10,19,1,4,16,3,15,20,22,9,6,18,5,13,12,21,8,17,23,11,24,7,14 101  19259375440   5328375988 3.61449 72.3336
16,24,3,14,5,18,7,6,4,2,0,15,8,10,20,13,19,9,21,11,17,12,22,23,1 104  22539273503   6985366626 3.22664 69.0080
24,10,15,9,16,6,3,22,17,13,19,23,21,11,18,0,1,2,7,8,20,5,12,4,14 103  25000077254   6225383728 4.01583 75.0985
21,22,15,9,24,12,16,23,2,8,5,18,17,7,10,14,13,4,0,6,20,11,3,1,19 104  25291298554   7673813454 3.29579 69.6583
5,18,3,21,22,17,13,24,0,7,15,14,11,2,9,10,1,8,6,16,19,4,20,23,12 102  27197318975  10101653692 2.69236 62.8579
4,5,1,23,21,13,2,10,18,17,15,7,0,9,3,14,11,12,19,8,6,20,24,22,16  92  30053297357   7010138726 4.28712 76.6743
9,7,16,18,12,1,23,8,22,0,6,19,4,13,2,24,11,15,21,17,20,3,10,14,5 101  30217810523  13263695246 2.27823 56.1064
23,16,13,24,5,18,22,11,17,0,6,9,20,7,3,2,10,14,12,21,1,19,15,8,4 109  33318873232  11167316160 2.98361 66.4835
16,5,1,12,6,24,17,9,2,22,4,10,13,18,19,20,0,23,7,21,15,11,8,3,14  96  42658396364  11318122784 3.76903 73.4680
16,6,20,18,23,19,7,11,13,17,12,9,1,24,3,22,2,21,10,4,8,15,14,5,0 108  56415031174  15684130433 3.59695 72.1987
16,13,6,23,9,8,3,5,24,15,22,12,21,17,1,19,10,7,11,4,18,2,14,20,0 106  58479420355  15829396295 3.69436 72.9317
24,8,14,5,16,4,13,6,22,19,1,10,9,12,3,0,18,21,20,23,15,17,11,7,2 103  77834482436  21535350542 3.61427 72.3319
2,22,21,0,23,8,14,20,12,7,16,11,3,5,1,15,4,9,24,10,13,6,19,17,18 107 141987658095  42403322895 3.34850 70.1359
15,11,8,18,14,3,19,16,20,5,24,2,17,4,22,10,1,13,9,21,23,7,6,12,0 106 149884471996  38269548134 3.91655 74.4673
14,24,18,12,22,15,5,1,23,11,6,19,10,13,7,0,3,9,4,17,2,21,16,20,8 107 157276177032  46280914396 3.39829 70.5735
11,22,6,21,8,13,20,23,0,2,15,7,12,18,16,3,1,17,5,4,9,14,24,10,19 106 166539156847  44485710817 3.74366 73.2881
0,12,24,10,13,5,2,4,19,21,23,18,8,17,9,22,16,11,6,15,7,3,14,1,20 110 306577910501  86119950721 3.55989 71.9093
24,1,17,10,15,14,3,13,8,0,22,16,20,7,21,4,12,9,2,11,5,23,6,18,19 111 319978182164  84501744876 3.78665 73.5914
23,1,12,6,16,2,20,10,21,18,14,13,17,19,22,0,15,24,3,7,4,8,5,9,11 113 342571941003  88435158277 3.87371 74.1849
3,2,17,0,14,18,22,19,15,20,9,7,10,21,16,6,24,23,8,5,1,4,11,12,13 113 360086002969  81622956704 4.41158 77.3324
23,14,0,24,17,9,20,21,2,18,10,13,22,1,3,11,4,16,6,5,7,12,8,15,19 114 377123443808 106280712174 3.54837 71.8181
12,23,9,18,24,22,4,0,16,13,20,3,15,6,17,8,7,11,19,1,10,2,14,5,21 109 413189861194 111893203060 3.69272 72.9197
