2,22,24,23,6,1,4,20,14,3,15,17,19,5,13,10,12,8,16,21,18,11,0,7,9
3,22,15,21,14,12,7,18,6,19,11,16,10,2,4,23,8,5,0,17,9,13,1,24,20
4,18,2,3,16,6,20,15,9,24,23,10,8,1,22,21,7,17,12,19,11,5,13,0,14
17,1,22,3,8,2,21,19,0,11,10,15,6,18,14,9,20,16,12,24,7,23,13,5,4
19,20,16,23,1,5,2,3,22,12,6,7,9,11,15,10,14,21,0,4,13,18,17,8,24
9,17,19,24,13,21,3,10,5,22,18,2,16,11,7,6,8,15,14,1,12,23,4,20,0
17,1,24,2,20,23,3,0,5,11,9,4,18,19,15,10,8,13,7,16,6,22,14,21,12
16,8,19,24,1,22,13,4,7,3,15,11,0,17,5,18,9,21,20,14,12,6,23,2,10
3,7,15,6,8,22,17,11,18,24,2,21,4,23,16,5,13,12,10,14,0,19,20,1,9
22,18,21,6,17,7,15,20,11,5,8,1,4,14,12,0,3,24,10,23,13,2,9,19,16
6,0,13,20,11,23,14,16,8,21,10,7,19,17,24,3,5,2,15,1,18,4,22,12,9
5,8,0,6,15,1,4,16,12,10,22,21,7,17,18,24,2,14,11,3,19,23,9,20,13
10,21,2,9,16,19,14,13,12,24,7,17,1,8,20,4,23,5,0,22,18,15,11,3,6
9,3,11,7,24,1,4,0,20,17,14,13,16,12,18,8,21,23,19,6,5,10,2,15,22
23,20,2,18,1,6,10,12,3,0,14,5,21,4,13,11,8,19,16,17,15,22,24,9,7
17,9,1,0,23,2,6,16,11,15,19,3,20,22,13,21,10,8,12,7,18,5,14,4,24
0,20,11,4,16,1,12,7,5,17,24,2,19,8,14,13,21,10,3,15,22,23,18,9,6
18,11,3,19,23,10,7,5,24,8,17,15,21,16,0,6,2,22,4,20,9,12,14,1,13
8,9,1,13,14,22,21,17,5,15,0,2,20,18,3,11,23,7,16,19,12,24,10,4,6
12,6,4,0,2,22,10,3,17,18,20,16,9,19,7,11,24,14,15,8,1,21,13,5,23
16,23,1,14,20,4,10,8,5,18,21,9,3,15,24,0,22,7,13,12,17,11,2,19,6
8,2,7,12,10,21,11,14,6,22,24,0,5,23,15,3,1,19,20,16,18,4,13,9,17
1,6,16,19,14,13,11,15,18,21,12,20,7,4,17,10,9,23,24,8,5,2,0,3,22
24,10,8,13,12,7,2,9,5,14,18,0,20,19,17,1,11,15,3,21,23,6,22,4,16
11,0,2,14,24,19,21,20,3,5,15,23,13,4,22,10,8,6,9,17,7,18,16,12,1
2,21,20,11,10,15,4,24,6,22,1,0,7,3,14,19,18,9,8,5,16,17,13,12,23
6,2,24,0,19,14,13,11,18,12,3,21,5,4,20,8,1,22,9,16,10,23,17,15,7
19,3,6,9,11,10,0,13,5,24,23,8,18,17,7,15,21,12,20,16,4,14,1,2,22
7,0,17,23,16,15,9,3,12,14,18,13,11,10,8,1,19,6,4,2,24,22,21,5,20
3,21,19,16,5,20,12,0,11,18,24,13,14,22,4,6,8,7,17,23,2,15,10,1,9
14,13,0,19,9,24,18,10,4,5,8,6,7,11,22,2,12,17,3,23,20,16,15,1,21
20,21,23,11,8,0,24,19,15,10,3,12,7,4,2,17,18,5,22,1,9,16,14,13,6
0,11,4,1,23,10,2,19,6,7,24,21,3,15,12,14,17,8,5,22,16,18,20,9,13
22,2,21,8,3,18,5,1,10,13,14,4,12,23,24,20,0,9,6,19,11,16,7,15,17
19,17,5,0,7,1,9,20,23,10,2,18,3,13,14,8,12,16,21,4,11,6,15,24,22
19,1,20,2,4,7,10,8,15,24,9,3,18,5,16,12,17,11,0,22,13,21,6,23,14
13,14,3,16,11,12,23,21,19,0,18,15,10,1,24,6,9,4,2,7,17,8,20,5,22
15,18,14,13,11,5,23,12,7,24,0,22,2,21,3,9,20,16,17,4,8,6,10,1,19
5,21,0,11,12,23,6,7,1,24,9,8,17,13,3,18,10,4,19,20,16,2,14,15,22
4,8,6,11,1,17,21,0,24,18,19,23,14,15,20,12,22,7,13,3,9,5,10,2,16
0,2,9,17,11,15,21,5,12,8,22,3,19,16,18,6,14,7,24,1,20,4,10,23,13
3,13,10,15,11,6,16,5,21,23,7,14,8,24,18,1,9,22,2,4,17,12,19,0,20
23,16,15,2,14,3,4,1,6,7,13,17,0,20,5,10,12,8,21,24,18,19,9,11,22
7,5,0,12,18,10,9,8,19,6,3,14,22,4,17,15,23,16,13,24,2,11,20,21,1
13,4,1,11,15,14,2,5,19,16,10,12,22,7,18,3,6,9,0,23,21,20,8,17,24
17,22,20,19,2,23,3,9,10,16,12,8,1,4,18,24,14,0,7,15,11,5,21,13,6
15,8,11,4,10,16,24,5,17,3,20,21,7,0,23,12,19,13,22,14,6,2,18,1,9
14,5,11,18,9,23,15,0,1,10,2,16,22,12,13,24,4,19,6,20,7,8,17,21,3
2,24,15,4,1,23,9,14,8,10,16,6,17,0,20,19,7,3,12,21,18,11,13,22,5
19,13,14,8,24,21,2,18,16,4,15,12,7,10,17,9,1,20,11,6,3,0,22,23,5
8,7,19,15,22,12,3,13,9,0,20,24,17,16,23,2,21,4,18,10,1,14,5,11,6
17,24,15,20,23,9,16,0,4,11,8,14,5,22,1,12,13,10,3,19,7,6,2,21,18
17,23,24,4,15,6,0,8,14,3,18,13,10,16,12,21,7,19,11,1,2,5,22,20,9
0,11,21,12,1,15,22,3,5,6,8,23,13,9,14,2,4,20,19,10,18,24,16,17,7
12,17,6,24,0,23,16,1,22,2,8,21,20,10,4,5,7,18,3,9,14,11,19,13,15
13,6,9,7,12,3,0,5,14,4,2,17,18,21,23,8,1,24,15,20,22,19,10,16,11
12,9,1,11,24,19,3,5,7,15,0,14,23,21,2,20,22,18,8,16,6,4,17,13,10
2,16,20,23,22,13,5,14,18,12,19,15,0,11,10,6,1,7,8,4,3,9,17,24,21
5,12,10,4,18,13,2,17,3,11,14,16,1,24,21,0,7,9,19,8,20,6,15,22,23
1,5,22,12,0,24,19,7,4,2,18,9,15,16,14,17,23,20,10,21,3,13,11,6,8
4,11,10,9,20,2,12,0,18,22,3,21,7,5,16,1,14,15,24,8,19,13,23,6,17
7,21,18,15,14,9,11,12,17,19,23,1,3,20,10,0,2,8,5,24,22,13,4,6,16
7,20,9,24,1,8,2,5,21,15,19,4,3,18,17,16,22,11,13,23,14,6,10,0,12
7,13,19,15,11,4,9,22,17,10,2,23,24,20,1,12,18,0,21,8,16,5,6,3,14
11,21,22,18,9,15,1,13,5,2,4,3,20,16,10,17,14,7,23,6,12,8,19,0,24
14,17,5,24,22,6,1,15,16,21,11,9,23,3,10,8,18,2,20,19,0,7,4,13,12
7,8,13,16,19,3,11,23,5,4,15,14,24,18,0,17,9,10,2,21,22,1,12,6,20
21,7,8,15,14,6,20,18,17,23,22,9,3,5,12,16,19,2,1,13,10,0,11,24,4
6,21,18,17,0,4,7,13,8,22,20,19,23,3,9,12,11,16,10,24,15,1,2,5,14
11,6,15,1,7,17,14,16,2,22,8,10,0,24,18,19,3,13,23,9,20,4,21,12,5
13,8,7,23,19,1,10,9,11,15,16,24,17,12,3,0,2,5,4,6,14,20,22,18,21
12,8,20,17,1,22,14,18,16,2,6,0,7,11,10,5,15,23,4,24,9,21,19,13,3
0,23,22,8,1,10,16,5,20,2,11,7,17,21,6,19,4,24,3,9,18,12,15,13,14
20,15,23,9,2,17,6,0,18,12,3,7,11,4,22,1,14,24,21,8,19,10,16,13,5
0,22,17,12,24,11,14,6,2,8,20,13,23,18,9,1,10,3,19,21,15,5,7,4,16
6,1,10,14,22,15,9,17,11,24,4,23,20,5,8,7,3,12,0,21,13,18,2,16,19
11,8,24,5,4,12,23,22,7,9,14,20,15,1,2,3,10,13,18,0,21,16,17,19,6
22,13,15,23,24,0,4,1,3,8,20,17,11,10,18,14,2,9,7,5,12,21,19,16,6
1,17,15,22,7,10,24,23,0,9,6,8,16,3,4,2,13,14,18,12,21,20,19,11,5
0,10,1,3,15,19,17,8,6,4,11,22,2,14,9,21,24,20,5,7,12,23,18,13,16
16,1,24,4,7,8,14,15,18,2,13,12,22,17,20,10,21,9,0,5,19,23,3,6,11
20,4,12,2,8,9,3,5,19,22,0,14,24,6,7,13,16,21,10,1,17,23,15,11,18
13,19,4,5,7,22,2,20,15,14,23,1,11,6,21,9,0,10,12,17,24,3,18,16,8
10,17,23,11,12,2,9,14,22,13,20,15,24,1,8,3,18,6,16,7,5,4,0,19,21
7,4,21,19,22,6,24,2,23,20,12,14,16,8,13,18,10,17,3,0,9,5,15,1,11
23,12,5,15,1,0,21,20,11,17,14,4,19,6,2,10,24,3,13,16,18,8,7,9,22
8,15,0,13,24,16,7,3,19,18,23,2,20,4,21,9,11,22,1,5,17,12,14,10,6
24,0,11,8,2,20,6,5,10,14,13,21,15,4,23,3,17,19,22,7,18,1,9,12,16
24,22,0,20,14,13,7,15,2,19,18,6,11,16,1,8,3,21,10,12,4,23,17,5,9
3,17,2,20,4,1,15,7,9,13,0,22,10,11,16,19,24,14,23,8,18,5,12,6,21
19,16,5,6,22,15,23,14,9,24,4,12,20,8,1,13,18,0,2,11,3,7,17,10,21
13,22,23,16,15,0,10,6,14,3,18,19,12,4,9,20,24,7,17,1,8,21,11,2,5
20,5,22,18,24,3,19,9,6,1,4,13,15,16,11,17,12,8,23,10,2,7,21,0,14
8,6,14,9,19,3,20,22,11,21,5,4,17,13,10,0,12,23,16,7,24,18,2,1,15
16,10,11,13,1,8,9,5,24,7,4,17,6,12,20,22,23,3,19,14,15,0,21,2,18
10,16,4,12,21,20,7,22,18,17,8,3,23,1,9,0,24,19,6,14,11,2,15,13,5
12,18,10,16,7,13,19,0,3,14,9,20,6,17,1,11,21,4,15,23,22,8,2,5,24
0,5,2,3,22,10,20,11,14,21,13,17,15,24,8,12,6,9,16,4,19,23,1,7,18
6,1,10,3,4,5,11,24,15,7,18,19,17,20,2,16,22,13,12,0,9,8,14,21,23
17,4,8,9,13,3,11,1,19,10,2,22,6,16,20,5,14,7,15,24,18,12,0,21,23
2,19,21,24,15,7,14,23,16,13,17,9,10,11,0,20,1,3,8,6,12,5,22,4,18
5,16,11,1,17,20,10,6,13,4,21,22,18,7,15,23,2,19,3,9,12,8,14,0,24
11,1,8,10,17,22,13,15,19,7,4,12,14,5,0,16,20,24,3,6,21,23,18,2,9
19,18,8,7,20,3,16,12,21,2,22,0,23,9,17,24,14,11,4,1,5,13,6,15,10
5,13,19,4,22,15,18,24,20,23,14,17,16,7,0,8,21,2,10,6,1,12,3,11,9
6,5,16,1,2,8,0,9,7,12,24,10,3,23,22,18,19,14,13,15,11,20,17,4,21
15,6,8,5,7,2,11,12,16,4,3,1,9,13,24,10,20,17,19,14,18,22,0,21,23
21,10,8,14,18,2,12,1,22,16,6,11,9,23,20,15,3,17,13,0,7,19,24,5,4
14,13,23,12,20,1,3,15,19,2,9,10,22,0,4,17,21,6,8,16,18,5,24,7,11
19,1,11,20,17,5,7,9,21,22,24,15,14,13,10,12,0,16,8,4,2,23,6,18,3
20,7,2,4,14,19,16,1,10,11,3,5,23,9,6,21,8,12,17,0,24,15,22,13,18
0,20,23,24,16,14,9,4,22,3,1,7,19,12,17,2,10,6,13,15,11,21,8,5,18
17,12,24,2,9,6,3,4,20,13,14,15,8,10,16,21,1,23,22,0,5,19,11,18,7
18,2,20,3,24,22,16,12,21,5,10,11,8,1,9,17,15,6,14,0,19,7,13,23,4
6,3,20,15,23,1,14,24,21,11,12,13,18,19,5,17,10,2,4,8,7,9,16,0,22
4,19,14,3,11,21,5,0,18,22,10,16,7,23,17,15,13,12,2,9,24,20,8,6,1
15,24,14,23,3,2,11,16,10,12,6,13,5,17,4,1,18,7,8,20,9,21,22,0,19
13,8,6,21,5,2,4,0,19,10,11,20,16,9,17,3,18,1,24,15,23,12,22,7,14
5,23,14,2,10,15,11,19,7,22,9,24,0,12,17,13,8,1,16,18,3,4,21,20,6
13,17,3,15,11,12,14,19,24,0,8,10,4,22,21,18,9,1,23,16,6,20,7,5,2
13,8,19,12,18,20,3,6,9,14,22,11,2,10,4,5,1,23,16,0,15,7,21,17,24
4,6,22,15,20,9,1,17,16,23,18,5,7,14,0,24,12,8,11,21,13,3,19,10,2
6,15,4,20,5,7,23,17,21,13,22,19,0,11,18,3,1,16,12,2,14,24,8,10,9
17,11,9,23,22,24,14,5,20,7,4,2,15,18,21,10,13,19,6,12,0,16,1,3,8
9,4,0,18,20,19,23,15,21,7,16,17,1,6,2,14,11,24,12,13,10,3,22,8,5
22,9,13,5,7,23,3,15,20,19,1,12,11,0,17,6,14,10,2,8,4,18,21,16,24
4,18,3,21,15,16,10,13,6,5,22,1,0,19,24,7,23,11,12,14,8,9,2,17,20
17,6,12,8,4,5,15,14,13,23,3,21,11,0,16,22,9,19,1,20,10,18,2,7,24
13,4,9,1,21,18,22,3,11,8,10,5,2,24,23,16,17,14,12,15,19,20,6,7,0
7,15,9,22,4,20,0,18,21,10,2,6,12,17,8,11,24,1,13,3,19,23,16,5,14
10,4,13,1,8,9,7,21,5,6,18,15,20,3,12,16,2,19,14,24,0,22,23,11,17
22,1,19,3,6,17,10,15,12,0,11,16,4,21,24,23,13,9,5,14,18,8,7,2,20
21,18,9,15,23,19,13,24,20,8,7,14,3,6,16,11,4,10,0,2,1,17,12,22,5
12,20,2,13,11,7,17,15,10,6,21,23,14,3,16,1,24,18,22,4,9,19,0,5,8
14,22,15,21,2,23,10,7,1,8,13,9,12,6,4,11,16,19,24,20,18,17,5,3,0
15,16,1,24,7,8,2,4,21,22,10,12,6,18,9,11,23,3,19,20,13,17,14,5,0
18,5,13,1,15,12,16,7,20,22,24,17,21,8,14,6,3,4,2,23,0,11,10,9,19
1,24,7,21,6,19,5,23,11,16,20,3,8,18,9,13,14,22,10,15,17,2,0,12,4
15,0,16,2,20,14,23,1,6,8,21,7,9,19,13,3,17,22,24,18,5,11,4,12,10
13,23,14,3,17,18,9,24,21,16,19,4,1,0,22,20,6,12,2,15,5,8,10,7,11
14,6,3,17,23,8,12,21,15,4,1,22,2,20,11,24,9,18,10,0,7,16,19,13,5
2,14,15,12,9,19,10,21,4,20,3,6,8,16,1,0,24,17,7,22,5,13,11,23,18
17,18,7,24,21,4,10,0,8,3,5,2,6,9,1,16,13,12,20,14,11,19,15,23,22
13,3,15,21,16,7,8,12,0,5,14,17,2,9,20,6,1,23,24,18,11,10,22,19,4
18,21,23,13,10,4,20,22,15,16,24,6,8,0,1,11,3,14,7,17,2,5,19,12,9
22,18,16,15,1,13,19,21,24,10,5,17,6,11,2,4,0,12,23,9,14,3,20,8,7
0,22,14,15,20,5,24,4,13,17,9,7,3,6,10,8,2,19,1,21,11,23,18,12,16
20,19,7,24,11,1,15,14,5,23,10,8,17,22,9,2,4,3,0,18,12,6,16,21,13
12,22,8,17,4,2,18,11,15,5,13,3,6,21,16,7,20,0,24,14,23,10,19,1,9
10,20,15,5,18,8,24,2,22,1,19,16,13,9,23,6,12,0,3,14,21,17,4,7,11
1,5,24,21,13,4,19,11,17,9,15,22,3,23,0,6,7,16,10,12,18,14,8,2,20
18,14,11,21,0,22,2,4,3,16,15,5,23,20,8,19,10,1,9,24,17,13,6,7,12
2,12,13,19,9,7,11,18,15,21,0,4,16,5,22,20,10,24,6,17,14,1,3,23,8
7,13,15,12,14,22,11,2,19,18,8,1,9,10,24,17,0,3,5,20,4,6,21,16,23
23,13,15,24,6,10,12,2,17,19,14,16,3,8,7,11,0,20,21,22,5,18,9,4,1
7,21,13,16,11,8,23,9,20,0,1,22,3,17,5,6,18,15,14,12,24,2,4,10,19
18,3,16,19,24,11,17,7,14,1,6,4,5,8,20,12,22,10,0,21,15,2,9,13,23
7,9,5,3,10,20,4,19,8,14,16,2,18,12,11,23,22,13,15,17,21,6,24,1,0
9,19,20,6,12,14,17,0,1,2,5,22,8,24,10,21,15,3,23,4,7,16,13,11,18
15,18,11,12,5,6,17,1,3,8,21,19,16,22,4,9,24,10,7,20,23,0,14,13,2
24,3,4,11,12,18,5,2,22,1,8,14,16,21,13,9,10,17,15,6,0,20,7,19,23
3,4,6,21,5,13,2,17,16,22,14,11,8,9,19,0,1,15,10,20,23,24,12,7,18
9,14,13,0,22,8,24,17,21,1,11,16,12,23,20,15,5,10,2,3,4,7,6,19,18
17,4,6,1,21,19,12,11,2,20,10,5,24,8,9,22,14,0,15,23,18,3,7,13,16
22,21,17,16,24,14,1,13,23,12,15,18,20,2,19,6,11,8,7,5,0,10,9,3,4
4,9,6,1,22,17,23,11,3,10,8,20,12,24,0,16,13,19,7,15,21,2,14,18,5
22,7,8,24,21,9,5,15,19,17,13,2,0,1,18,10,6,23,14,12,20,16,3,4,11
8,7,14,22,23,0,19,24,16,1,5,4,9,2,20,3,21,12,18,6,13,11,15,10,17
10,8,5,6,4,22,19,18,21,16,24,23,0,7,14,9,3,2,12,13,15,1,17,20,11
21,17,10,13,3,11,4,7,22,24,2,9,0,12,5,19,14,20,1,23,16,15,18,8,6
9,1,11,17,4,12,8,21,3,6,13,14,10,19,18,5,16,2,15,23,0,7,22,20,24
5,2,1,0,8,4,6,21,11,13,9,14,17,20,23,22,10,7,18,19,15,24,12,3,16
2,12,22,15,13,24,11,14,7,21,17,9,4,5,16,0,20,3,19,1,23,6,10,8,18
18,14,16,8,19,12,21,6,9,22,13,15,11,23,4,5,2,7,24,0,1,20,10,3,17
21,20,4,2,10,15,22,24,11,23,13,14,9,6,12,0,8,1,16,7,3,5,19,17,18
8,16,15,10,1,6,22,20,5,17,3,11,7,4,18,13,9,23,24,21,19,2,0,12,14
13,24,14,10,7,2,22,8,23,5,20,21,11,16,12,1,18,17,3,4,15,0,6,19,9
15,0,9,17,8,21,6,13,3,23,7,2,22,5,4,11,24,10,19,1,14,16,12,18,20
2,6,21,0,19,22,15,4,3,9,18,1,20,5,17,7,23,16,11,24,8,10,13,14,12
11,10,2,6,4,0,15,8,5,13,12,19,23,9,21,14,3,1,16,17,18,20,22,24,7
19,4,20,15,8,18,13,23,21,24,0,2,10,5,22,11,14,3,17,6,1,16,7,9,12
14,18,24,13,3,21,17,11,9,7,20,5,23,1,12,19,22,6,0,8,10,2,15,16,4
1,7,8,9,13,16,24,3,22,4,17,11,0,6,20,15,21,12,19,14,10,5,2,18,23
14,3,0,5,13,1,7,11,17,10,19,18,4,12,2,9,22,6,8,15,23,21,20,24,16
22,14,2,17,12,0,15,6,18,5,20,9,19,21,4,11,16,7,10,8,3,24,23,1,13
15,5,17,10,7,8,1,9,6,4,24,20,18,19,12,16,0,13,2,22,14,21,11,23,3
7,2,1,10,17,21,8,18,22,23,3,13,19,14,9,24,5,20,6,16,4,11,15,0,12
2,19,20,16,4,9,17,11,0,3,18,14,21,10,5,23,22,8,13,24,1,6,15,12,7
7,1,6,24,9,21,16,3,19,5,0,20,10,4,18,11,12,8,15,23,14,22,17,2,13
24,16,2,11,9,22,23,13,19,14,4,5,18,15,8,20,17,12,6,21,10,0,7,3,1
1,5,15,22,9,20,10,19,7,17,12,13,0,24,3,18,6,4,11,21,2,8,23,16,14
3,8,21,14,24,19,18,13,9,22,12,5,16,23,17,11,20,0,6,10,15,1,2,7,4
5,22,23,9,10,13,20,16,21,6,18,11,4,19,12,17,8,7,0,24,1,14,2,3,15
15,8,22,14,20,6,17,18,12,11,24,4,23,16,2,0,3,5,13,19,9,10,21,1,7
3,6,17,2,14,21,4,19,0,10,18,8,1,9,7,24,13,15,23,11,16,22,20,12,5
3,15,6,16,24,17,12,8,21,11,7,13,0,9,18,19,2,10,14,22,23,1,20,5,4
3,4,13,6,10,7,0,2,24,22,19,5,23,11,12,15,14,9,17,21,18,1,20,16,8
0,19,5,22,17,9,18,24,2,4,8,15,16,12,23,10,7,14,6,21,3,11,13,20,1
20,2,15,0,5,21,3,10,11,16,19,18,1,9,6,4,24,14,13,8,22,7,12,23,17
14,18,20,0,10,8,12,17,21,11,22,23,15,13,24,3,19,6,9,1,5,7,4,16,2
13,24,15,22,16,9,10,5,7,21,12,23,19,2,8,18,0,17,14,3,20,1,11,4,6
9,18,10,15,19,23,0,8,12,5,20,21,14,22,11,16,1,3,6,2,17,24,13,4,7
1,12,0,9,4,21,13,15,3,18,19,10,16,22,8,7,6,17,24,11,14,2,23,20,5
14,15,13,21,16,19,5,10,8,17,0,22,12,7,23,2,24,3,1,20,9,18,11,6,4
2,22,5,24,19,17,16,9,1,12,20,8,7,13,23,3,6,0,21,11,10,4,18,14,15
4,7,18,20,10,19,8,9,12,21,3,13,11,2,6,16,0,17,15,23,1,5,14,22,24
22,6,3,11,5,24,1,12,2,15,7,0,8,18,23,17,20,16,19,13,14,10,4,9,21
2,16,5,8,4,14,18,10,22,13,11,20,1,24,17,19,9,21,0,3,6,15,7,12,23
16,11,21,8,13,7,20,23,10,4,17,14,1,19,15,0,9,6,3,18,12,22,24,2,5
8,24,22,11,6,0,16,20,2,18,23,10,17,15,21,14,3,9,4,13,19,7,1,5,12
9,14,24,12,3,2,22,23,20,10,17,15,0,21,6,1,5,18,4,19,7,16,11,8,13
21,17,6,22,5,3,0,18,10,14,24,16,23,4,19,11,8,20,15,12,1,9,13,7,2
10,9,6,5,8,16,23,11,0,18,24,13,12,22,3,21,4,19,17,14,1,7,15,20,2
21,24,23,9,8,15,22,11,19,10,6,7,1,4,2,0,18,16,13,3,20,17,12,14,5
14,8,3,24,23,17,12,22,4,5,1,6,0,9,15,18,21,7,16,11,20,13,10,19,2
15,1,10,2,9,22,23,18,4,3,0,16,13,20,6,19,8,7,11,12,14,5,24,17,21
21,22,12,10,11,18,7,13,20,6,14,8,1,19,24,23,16,9,15,5,3,0,2,4,17
22,19,5,15,12,11,6,9,0,21,10,3,18,24,13,1,20,14,4,8,17,2,7,16,23
15,10,19,4,23,6,21,0,11,24,20,13,18,17,3,2,14,12,22,1,16,8,7,5,9
23,4,20,6,5,19,18,1,8,13,7,10,0,11,24,22,12,16,15,9,21,2,14,17,3
13,24,18,4,15,6,14,19,16,17,2,1,8,21,22,20,0,11,3,9,5,23,10,12,7
21,19,1,18,8,10,14,6,5,4,20,15,12,23,2,3,16,0,17,9,11,22,24,13,7
22,17,0,18,19,6,14,20,23,5,3,7,13,9,10,15,16,24,2,12,21,4,11,8,1
16,3,24,2,11,1,8,13,19,14,18,4,12,15,23,10,17,20,9,22,21,7,5,6,0
2,13,21,6,16,7,10,17,3,15,0,18,14,8,19,12,1,24,5,20,22,23,11,9,4
9,15,23,18,24,17,8,22,14,3,16,10,7,1,11,4,19,5,0,6,21,2,20,12,13
5,20,4,11,18,6,15,8,21,12,19,13,16,14,17,0,10,1,23,3,7,22,2,24,9
21,4,19,16,7,1,24,14,23,6,11,5,3,15,8,22,18,9,10,0,20,12,13,2,17
22,0,21,2,24,3,23,6,10,13,4,8,7,16,19,5,14,1,17,20,11,18,12,15,9
18,11,17,3,6,13,24,1,2,12,23,9,19,0,16,20,22,21,7,15,5,8,14,10,4
20,12,5,13,3,17,18,1,10,11,15,8,9,4,7,23,19,22,24,14,16,0,2,21,6
6,19,5,2,18,16,10,24,22,15,7,9,1,12,17,14,3,23,8,0,20,11,4,13,21
23,12,22,10,7,20,6,3,15,24,2,17,13,21,11,16,0,9,1,19,18,14,8,5,4
10,0,20,8,17,4,1,22,6,12,18,14,24,19,7,3,23,11,16,9,15,13,5,21,2
20,23,10,8,6,24,22,21,14,3,5,11,19,15,0,4,13,12,1,2,16,17,7,18,9
24,23,0,8,14,4,11,6,5,9,15,19,12,7,17,20,3,18,22,1,10,13,16,2,21
16,18,22,17,12,13,21,24,11,5,8,10,0,15,23,6,7,14,1,3,9,4,2,19,20
13,11,7,24,14,0,4,3,5,16,18,22,12,21,20,15,2,1,23,10,17,8,6,19,9
19,15,3,8,6,23,16,24,13,14,17,0,5,1,4,21,11,9,7,12,2,18,20,10,22
4,21,0,8,14,19,3,11,24,16,12,6,9,22,18,15,17,1,5,2,23,10,20,13,7
20,24,11,13,9,14,1,0,16,18,21,5,8,17,6,22,15,7,4,23,19,12,3,2,10
4,16,13,1,9,0,3,12,5,8,10,15,23,21,24,20,17,7,2,22,14,19,11,6,18
5,10,19,2,15,18,0,16,3,6,23,7,13,11,12,21,1,9,4,20,8,24,17,14,22
8,18,9,2,12,4,13,20,11,5,22,23,3,19,15,17,14,1,24,16,7,0,6,21,10
8,4,2,18,17,16,19,6,13,14,20,5,22,11,3,0,10,24,1,12,21,15,23,7,9
15,3,1,6,19,4,5,18,2,24,16,0,23,11,14,8,12,10,7,20,9,13,21,17,22
9,14,11,5,23,20,4,24,18,10,13,15,3,0,7,6,2,19,8,16,22,12,21,1,17
19,21,1,6,16,17,22,8,24,14,20,10,7,4,13,5,2,9,23,18,15,12,0,11,3
