# partial solutions to the 400 random instances in 400-random.txt
# this file is incomplete because some instances remained unsolved after
# three weeks of searching.
14,0,7,18,13,1,21,10,12,4,5,17,15,2,23,19,8,16,22,24,20,9,6,11,3  89   1383487945 0,5,10,11,12,13,18,17,16,15,10,11,6,7,12,17,22,21,16,11,6,7,12,17,18,23,22,21,16,15,10,11,12,17,18,13,8,3,2,1,6,11,12,17,18,19,24,23,22,17,16,11,12,13,14,19,24,23,18,13,8,9,14,19,24,23,18,13,12,7,2,3,4,9,8,7,12,13,8,3,4,9,14,13,8,7,2,1,0
5,1,20,9,12,6,10,11,15,17,23,8,21,7,3,13,16,19,22,4,2,24,0,14,18  90   1394353168 17,12,7,2,1,0,5,6,7,8,13,12,11,6,7,8,9,14,19,24,23,22,21,16,11,6,7,12,13,8,3,4,9,14,19,24,23,22,21,16,15,20,21,22,17,16,11,10,15,16,11,10,5,0,1,2,3,4,9,8,7,2,1,6,11,12,17,16,21,22,17,18,13,14,19,24,23,22,17,18,13,12,7,6,1,2,7,6,5,0
6,14,24,21,15,17,2,10,8,13,11,22,12,4,5,23,1,9,3,20,7,0,19,18,16 105   1412719186 16,11,12,7,2,1,6,5,10,11,12,7,2,3,8,13,14,9,8,7,2,3,4,9,8,13,18,17,12,7,8,13,18,19,24,23,22,17,18,19,24,23,22,17,16,15,20,21,22,17,16,11,10,15,20,21,22,17,12,11,6,7,2,3,8,13,14,9,8,7,2,1,6,7,12,11,6,5,10,15,16,11,6,5,10,15,16,17,18,19,24,23,22,21,16,17,12,7,6,1,0,5,6,1,0
8,17,24,23,10,19,4,3,11,6,1,12,22,14,18,21,0,5,2,7,15,16,20,9,13  98   1597797653 17,12,7,8,3,4,9,8,3,2,7,6,5,10,11,16,15,20,21,22,17,18,13,8,7,12,13,18,19,14,9,8,3,4,9,8,7,6,1,0,5,10,11,6,1,2,3,8,7,6,5,10,15,20,21,16,11,12,17,18,23,24,19,14,9,8,13,18,23,24,19,14,9,8,13,18,23,24,19,14,9,8,7,12,17,16,15,10,11,6,1,2,7,12,11,6,1,0
24,10,8,13,12,7,2,9,5,14,18,0,20,19,17,1,11,15,3,21,23,6,22,4,16  99   1201126958 6,1,0,5,6,11,10,5,6,1,2,7,8,13,18,19,24,23,22,17,12,11,6,7,12,11,16,17,12,11,10,15,16,21,22,17,18,19,14,13,8,7,2,1,0,5,10,11,16,21,20,15,16,17,18,23,22,21,16,17,18,19,24,23,22,17,18,13,8,9,14,19,18,13,8,3,4,9,14,13,8,7,2,3,4,9,8,7,2,1,0,5,6,11,12,7,2,1,0
13,14,3,16,11,12,23,21,19,0,18,15,10,1,24,6,9,4,2,7,17,8,20,5,22 103     73841420 8,7,12,17,16,15,10,11,6,7,8,13,12,7,8,3,2,1,6,7,8,13,18,19,14,9,8,13,18,23,24,19,14,13,18,17,12,11,16,21,22,17,12,13,18,17,16,15,20,21,22,23,18,17,16,15,10,5,6,1,0,5,6,11,12,7,2,1,6,11,12,7,2,3,4,9,14,13,12,7,8,3,2,7,8,9,14,13,18,17,16,11,10,5,6,7,8,13,12,11,6,1,0
23,11,19,2,9,5,1,21,18,15,13,10,8,22,3,6,24,20,16,14,4,12,7,17,0  96   1853897715 23,18,13,8,9,14,19,18,23,22,17,16,11,12,7,8,13,18,17,12,7,2,1,0,5,10,15,20,21,22,17,12,7,6,1,2,7,6,5,10,15,20,21,22,23,24,19,18,13,12,7,6,11,10,15,16,17,18,13,12,11,10,15,16,17,22,23,24,19,18,13,8,7,12,17,22,23,18,13,8,7,6,1,2,3,8,9,4,3,8,7,12,11,6,5,0
0,11,4,1,23,10,2,19,6,7,24,21,3,15,12,14,17,8,5,22,16,18,20,9,13  96    488146802 1,6,7,2,3,8,7,6,1,2,3,8,7,12,11,10,15,16,11,10,5,0,1,2,7,6,11,12,13,18,19,14,9,4,3,2,7,6,5,10,11,12,13,14,9,8,7,12,17,16,21,22,17,18,23,22,17,16,15,10,11,6,7,12,13,18,19,14,9,8,13,18,19,24,23,18,19,14,9,8,7,12,13,18,17,16,15,20,21,16,15,10,5,6,1,0
4,18,2,3,16,6,20,15,9,24,23,10,8,1,22,21,7,17,12,19,11,5,13,0,14  97   3285135064 18,19,14,9,4,3,2,1,0,5,6,7,12,13,14,9,8,7,12,11,10,5,6,7,12,11,16,21,20,15,10,5,6,7,2,1,0,5,6,11,16,17,22,23,18,19,24,23,18,13,12,7,2,3,8,7,6,11,16,21,22,23,18,13,14,9,8,3,4,9,14,19,24,23,18,13,12,17,18,13,12,11,16,21,20,15,10,5,6,11,16,17,12,11,6,1,0
6,2,24,0,19,14,13,11,18,12,3,21,5,4,20,8,1,22,9,16,10,23,17,15,7 101   2649470236 2,1,6,5,10,11,16,15,10,11,12,7,6,5,10,11,12,7,6,1,2,7,8,3,4,9,8,13,18,19,14,9,8,3,4,9,8,13,18,19,14,9,8,3,2,1,0,5,10,11,16,17,18,23,22,21,16,17,18,23,24,19,18,23,22,21,16,15,20,21,16,17,18,13,12,17,18,19,14,13,8,7,6,11,12,13,8,7,6,11,10,15,16,17,18,13,8,7,6,1,0
5,21,0,11,12,23,6,7,1,24,9,8,17,13,3,18,10,4,19,20,16,2,14,15,22  96   1550388504 3,8,13,14,9,8,13,18,19,14,13,12,11,10,5,6,1,2,7,12,17,18,13,12,11,10,15,16,17,22,23,24,19,14,13,12,11,6,1,2,3,4,9,14,13,12,11,10,15,16,17,12,11,16,21,22,17,18,13,12,11,16,21,20,15,16,21,22,23,18,13,12,11,6,1,2,7,8,3,4,9,14,13,8,3,2,7,12,13,8,3,2,7,6,5,0
12,6,4,0,2,22,10,3,17,18,20,16,9,19,7,11,24,14,15,8,1,21,13,5,23  93   3121126652 2,7,6,11,10,15,20,21,22,17,18,23,22,21,16,11,6,5,10,15,16,17,18,13,12,17,22,21,20,15,16,11,12,7,8,9,4,3,2,1,0,5,10,11,12,7,6,1,0,5,10,11,12,7,8,9,14,19,18,17,12,7,8,9,14,13,18,23,24,19,18,23,22,17,12,11,6,1,2,7,8,9,14,19,24,23,18,17,12,11,6,1,0
7,5,0,12,18,10,9,8,19,6,3,14,22,4,17,15,23,16,13,24,2,11,20,21,1  86     18767712 3,4,9,8,13,18,17,16,15,20,21,22,23,24,19,14,9,8,7,6,11,10,15,20,21,22,17,12,13,18,23,22,17,18,13,8,7,6,11,10,15,16,17,18,19,14,13,8,3,4,9,14,13,8,7,6,11,16,17,18,13,8,7,2,3,8,9,14,13,12,7,6,11,10,5,0,1,6,5,0,1,2,7,6,1,0
22,2,21,8,3,18,5,1,10,13,14,4,12,23,24,20,0,9,6,19,11,16,7,15,17  92   3097554495 17,18,13,12,7,2,1,6,7,12,11,6,7,8,13,12,17,16,11,10,5,0,1,6,7,12,17,16,21,22,23,18,19,14,13,12,11,10,5,6,7,8,9,14,13,12,11,10,5,6,7,8,3,4,9,14,13,12,11,16,21,22,17,12,11,16,21,20,15,16,21,22,23,24,19,18,23,22,17,12,7,6,11,16,17,18,13,12,7,6,5,0
8,9,1,13,14,22,21,17,5,15,0,2,20,18,3,11,23,7,16,19,12,24,10,4,6  98   4651409546 11,12,17,22,21,16,11,6,1,2,7,8,9,14,13,12,7,8,13,18,23,22,21,16,11,12,7,6,5,10,11,6,5,0,1,6,5,10,15,20,21,16,17,12,11,10,15,16,17,12,13,18,19,24,23,22,17,12,7,2,3,8,13,12,7,2,3,8,9,4,3,8,13,14,19,18,13,14,9,8,7,6,11,10,15,16,17,12,13,8,7,12,11,6,7,2,1,0
0,2,9,17,11,15,21,5,12,8,22,3,19,16,18,6,14,7,24,1,20,4,10,23,13  96   1759713360 1,2,3,4,9,8,13,12,11,6,7,12,17,16,11,10,15,16,11,10,5,6,7,2,1,6,11,12,17,22,21,16,17,22,23,18,19,14,13,12,7,8,13,18,17,12,13,18,19,24,23,18,19,14,9,8,3,2,1,0,5,6,7,12,11,16,15,10,11,6,7,8,13,14,9,4,3,8,9,4,3,2,1,6,7,12,13,18,23,22,21,16,11,6,5,0
3,13,10,15,11,6,16,5,21,23,7,14,8,24,18,1,9,22,2,4,17,12,19,0,20 101   2430421965 18,13,8,9,14,19,18,23,24,19,18,17,22,23,18,17,12,13,8,9,14,19,18,17,12,11,16,21,22,17,18,13,8,7,12,11,10,15,20,21,22,23,18,13,12,7,2,3,4,9,14,13,12,11,6,7,2,1,0,5,10,11,6,7,8,3,2,1,0,5,6,7,8,9,14,13,12,17,16,15,10,5,6,7,8,3,2,7,12,13,8,7,12,17,16,15,10,11,6,1,0
18,11,3,19,23,10,7,5,24,8,17,15,21,16,0,6,2,22,4,20,9,12,14,1,13 104   6848365650 13,8,3,4,9,14,13,18,23,22,21,20,15,10,11,16,21,22,17,18,19,14,13,8,3,2,7,6,1,0,5,6,1,2,7,6,11,16,17,18,23,24,19,18,13,8,9,14,19,18,23,22,17,12,11,16,21,22,17,18,13,12,7,8,13,12,17,16,15,20,21,16,15,10,5,0,1,6,11,16,21,22,23,18,13,12,7,2,3,4,9,8,3,2,1,6,11,12,17,16,11,10,5,0
19,1,20,2,4,7,10,8,15,24,9,3,18,5,16,12,17,11,0,22,13,21,6,23,14  96   6689461868 13,8,7,2,1,0,5,6,11,10,15,20,21,16,17,18,13,12,7,6,11,10,15,16,17,12,11,16,17,18,13,8,7,6,11,10,5,6,1,0,5,10,11,6,1,2,3,8,7,12,11,10,15,16,17,18,19,24,23,18,19,14,9,8,13,18,19,14,13,12,17,22,21,20,15,16,17,18,13,12,11,16,17,22,23,24,19,18,13,12,7,6,11,10,5,0
15,18,14,13,11,5,23,12,7,24,0,22,2,21,3,9,20,16,17,4,8,6,10,1,19 100   6178629567 15,20,21,16,11,6,7,8,9,14,13,8,3,4,9,8,7,2,3,8,7,12,11,10,15,20,21,16,17,22,23,18,13,12,11,6,1,0,5,10,15,16,11,6,1,2,7,12,11,6,5,10,11,16,17,22,23,18,13,14,19,24,23,18,13,8,9,14,13,12,17,18,13,8,7,6,1,2,3,4,9,8,7,12,11,16,17,22,21,16,15,10,11,6,7,2,1,6,5,0
16,23,1,14,20,4,10,8,5,18,21,9,3,15,24,0,22,7,13,12,17,11,2,19,6 103   8970019566 16,17,18,23,24,19,14,9,4,3,2,1,6,5,0,1,6,7,8,3,2,1,6,7,8,3,2,1,6,7,12,11,16,17,22,23,24,19,18,13,8,9,4,3,2,7,12,17,22,23,18,13,8,7,12,17,16,15,10,5,0,1,6,11,12,13,14,9,8,3,2,7,6,11,12,17,22,23,18,13,12,17,16,21,20,15,16,11,10,15,16,21,22,17,16,21,20,15,16,11,10,5,0
19,24,7,14,8,11,6,4,5,10,0,17,2,18,16,9,1,3,23,20,22,15,13,21,12 104   9695526384 5,6,1,0,5,10,11,6,1,2,7,8,9,4,3,2,7,12,11,6,1,2,7,8,13,12,11,16,15,20,21,22,23,18,19,14,13,12,17,16,11,6,7,12,17,18,19,24,23,22,17,18,19,14,13,8,7,12,11,16,21,22,23,24,19,14,9,4,3,8,7,12,17,16,15,10,5,6,11,12,17,16,15,20,21,22,17,18,13,14,9,8,13,12,17,16,11,10,5,0,1,6,5,0
23,16,15,2,14,3,4,1,6,7,13,17,0,20,5,10,12,8,21,24,18,19,9,11,22 100   7075445864 7,6,5,0,1,2,7,8,3,2,7,6,11,12,13,14,9,4,3,8,7,6,11,12,17,16,11,10,15,16,17,22,23,18,17,12,11,10,5,0,1,6,11,16,21,20,15,10,5,0,1,2,3,8,13,18,17,12,7,8,13,14,9,8,13,18,17,16,15,10,5,6,7,8,13,18,17,16,21,22,23,24,19,18,17,16,21,22,23,18,17,12,11,16,15,10,5,6,1,0
0,11,21,12,1,15,22,3,5,6,8,23,13,9,14,2,4,20,19,10,18,24,16,17,7 100    395759054 1,2,3,8,9,14,13,12,11,16,17,12,11,10,15,16,17,22,23,18,13,12,11,16,17,22,21,20,15,16,11,6,1,2,3,8,9,14,19,24,23,22,21,16,11,6,1,2,3,4,9,8,13,14,19,24,23,22,21,16,11,10,5,0,1,2,3,8,7,12,13,14,9,4,3,8,7,12,11,6,7,12,13,18,23,22,21,16,15,10,5,6,1,2,7,12,11,10,5,0
13,6,9,7,12,3,0,5,14,4,2,17,18,21,23,8,1,24,15,20,22,19,10,16,11  90       615386 5,0,1,6,7,2,3,4,9,8,7,2,1,6,5,10,11,16,21,22,23,18,17,16,15,20,21,22,23,24,19,14,9,8,3,2,7,6,5,0,1,6,11,16,15,20,21,22,23,24,19,18,13,12,11,10,15,20,21,22,23,18,17,16,21,22,23,24,19,18,13,8,7,12,11,16,15,20,21,22,17,12,13,8,7,2,1,6,5,0
15,8,11,4,10,16,24,5,17,3,20,21,7,0,23,12,19,13,22,14,6,2,18,1,9  95   6312879109 12,17,16,11,6,7,8,3,4,9,8,13,18,17,16,21,22,23,18,13,12,11,16,17,22,21,16,17,12,7,2,1,6,11,16,15,10,5,0,1,6,7,8,13,14,19,24,23,18,17,22,21,20,15,10,5,6,11,16,21,22,23,18,13,14,19,24,23,18,17,12,7,2,3,4,9,14,13,8,7,2,1,6,7,12,11,16,15,10,5,6,11,10,5,0
19,20,16,23,1,5,2,3,22,12,6,7,9,11,15,10,14,21,0,4,13,18,17,8,24  96  12518444408 13,14,19,18,13,8,3,4,9,14,13,12,11,16,17,12,11,6,1,2,3,4,9,8,13,12,11,6,1,0,5,10,15,16,11,6,1,2,7,12,17,18,19,14,13,18,23,22,21,20,15,16,17,22,21,20,15,16,11,12,13,18,19,14,9,8,3,2,7,6,11,12,7,8,13,12,17,22,23,18,13,14,19,18,13,12,17,22,23,18,13,12,7,6,5,0
5,12,10,4,18,13,2,17,3,11,14,16,1,24,21,0,7,9,19,8,20,6,15,22,23  77     13886896 16,11,12,13,14,9,4,3,8,9,14,19,18,13,12,17,16,21,22,17,18,13,8,9,14,19,18,13,12,7,2,1,6,11,10,15,16,21,22,17,12,11,6,5,10,15,16,21,22,23,24,19,14,13,12,7,6,11,12,7,8,9,14,13,12,7,2,1,6,5,10,11,12,7,6,5,0
4,21,13,6,10,2,19,23,7,8,12,3,16,11,24,5,9,20,14,15,1,0,22,17,18  99  12619085892 22,17,12,7,2,3,4,9,8,7,6,1,2,3,8,13,18,19,14,13,12,7,6,1,0,5,6,11,16,21,22,17,18,13,12,11,10,15,20,21,16,17,22,23,18,13,12,7,2,1,6,7,8,3,2,1,0,5,10,15,16,17,12,11,6,5,10,11,16,17,22,23,24,19,14,13,8,9,4,3,2,1,0,5,6,7,8,9,14,19,18,23,22,21,16,11,6,1,0
13,4,1,11,15,14,2,5,19,16,10,12,22,7,18,3,6,9,0,23,21,20,8,17,24  94  12617224408 17,12,11,6,7,2,1,6,11,16,15,10,5,0,1,6,11,16,17,12,11,10,5,6,7,12,13,18,19,14,13,8,9,4,3,2,7,8,9,4,3,2,1,6,7,8,9,14,13,12,11,10,15,20,21,16,17,22,23,18,13,12,17,18,19,14,13,12,11,6,7,8,13,12,17,16,15,10,11,6,7,12,17,22,21,16,11,10,15,16,11,6,5,0
14,13,0,19,9,24,18,10,4,5,8,6,7,11,22,2,12,17,3,23,20,16,15,1,21  98  15707871155 3,8,9,4,3,2,1,6,5,10,15,20,21,22,17,12,7,6,5,10,11,12,7,8,3,2,1,6,7,2,1,0,5,6,1,0,5,10,11,16,17,18,13,12,17,18,23,24,19,14,13,8,7,6,11,16,17,18,19,14,13,8,7,12,17,22,23,18,13,8,3,2,7,6,11,12,7,6,11,16,21,20,15,16,21,22,23,24,19,14,13,8,3,2,1,6,5,0
7,20,9,24,1,8,2,5,21,15,19,4,3,18,17,16,22,11,13,23,14,6,10,0,12  99    102832399 24,19,14,13,8,3,2,7,6,1,2,7,12,11,6,7,12,17,16,21,20,15,16,11,12,13,8,9,14,13,8,7,6,11,10,15,16,21,22,17,12,13,18,23,22,17,12,11,16,21,20,15,16,17,18,19,14,9,8,3,4,9,8,7,2,3,8,13,12,11,6,5,0,1,2,7,6,5,10,15,16,21,22,23,24,19,14,13,12,17,18,19,14,13,8,7,6,5,0
19,17,5,0,7,1,9,20,23,10,2,18,3,13,14,8,12,16,21,4,11,6,15,24,22  99  15843502944 2,1,0,5,6,7,12,11,6,1,2,7,6,5,10,11,12,7,8,9,14,19,24,23,18,13,12,7,8,9,14,13,18,19,14,13,12,11,16,21,22,23,18,13,12,11,16,15,10,11,16,21,20,15,16,21,22,23,18,13,12,7,2,3,4,9,8,7,6,1,2,3,8,7,6,5,0,1,6,11,12,7,6,5,10,11,16,17,12,13,14,9,8,7,2,1,6,5,0
7,22,14,19,23,10,0,5,21,4,13,6,2,18,9,8,16,15,1,17,11,24,12,20,3  98  16819562842 1,0,5,6,7,12,13,8,3,4,9,8,3,2,1,6,5,10,15,16,17,18,23,22,21,16,17,18,23,22,17,18,13,8,3,2,7,6,5,10,11,16,17,18,13,14,19,24,23,18,19,14,9,8,13,18,19,14,9,8,13,12,7,6,5,0,1,2,3,8,7,6,11,16,15,20,21,22,17,12,11,10,15,20,21,22,17,18,13,8,7,2,1,6,11,10,5,0
7,13,19,15,11,4,9,22,17,10,2,23,24,20,1,12,18,0,21,8,16,5,6,3,14 105    345175842 12,11,16,21,22,17,18,23,22,17,12,7,6,5,10,15,16,11,12,13,14,9,8,7,6,11,12,13,14,9,8,7,12,13,18,17,16,11,6,7,2,3,8,13,14,9,4,3,8,7,2,1,0,5,6,7,2,1,0,5,10,15,16,11,6,5,10,11,12,13,8,9,14,19,24,23,18,13,14,19,18,17,16,21,20,15,10,11,16,21,22,17,12,7,8,13,12,7,6,11,12,7,2,1,0
7,8,13,16,19,3,11,23,5,4,15,14,24,18,0,17,9,10,2,21,22,1,12,6,20  96     79038816 13,12,7,8,9,14,13,18,19,14,9,4,3,8,13,12,17,16,21,22,23,24,19,14,9,4,3,2,1,0,5,6,7,12,17,22,23,18,13,12,11,16,21,22,23,18,19,14,13,12,17,16,15,20,21,16,15,10,5,6,7,8,9,14,13,8,3,2,1,0,5,6,7,2,1,6,11,12,13,8,3,2,1,6,11,12,17,16,21,22,17,16,11,10,5,0
17,22,20,19,2,23,3,9,10,16,12,8,1,4,18,24,14,0,7,15,11,5,21,13,6 109  12472645356 16,11,6,1,2,7,8,3,2,7,12,11,16,21,22,23,24,19,14,13,8,9,14,13,12,11,16,15,10,5,6,11,10,5,6,1,2,7,8,3,4,9,8,13,18,17,16,11,6,1,0,5,6,1,2,3,8,13,18,17,22,23,24,19,18,17,22,23,24,19,14,13,12,17,16,11,12,7,6,11,10,15,20,21,22,17,12,11,10,15,16,21,20,15,16,17,12,7,8,13,18,23,22,17,12,11,10,5,0
20,21,23,11,8,0,24,19,15,10,3,12,7,4,2,17,18,5,22,1,9,16,14,13,6 113  16267721509 10,11,12,17,16,15,20,21,16,15,10,11,12,7,6,1,0,5,6,11,16,17,18,19,24,23,22,17,12,7,8,13,18,17,12,11,10,5,6,1,0,5,6,7,2,3,8,13,12,7,8,9,14,19,24,23,18,17,16,15,10,5,6,7,2,1,6,7,8,9,14,13,12,11,6,7,8,9,4,3,2,7,8,9,14,19,24,23,18,13,14,19,24,23,18,17,16,21,20,15,10,5,6,7,12,17,16,21,20,15,10,5,0
8,7,19,15,22,12,3,13,9,0,20,24,17,16,23,2,21,4,18,10,1,14,5,11,6 109  10532062697 8,3,2,7,12,17,22,23,18,13,8,3,4,9,8,7,12,17,18,19,24,23,22,21,16,11,10,15,20,21,16,11,12,13,8,3,2,7,6,5,10,15,16,17,18,13,8,3,2,1,0,5,10,11,12,17,22,23,18,19,14,9,4,3,2,1,0,5,10,11,12,17,18,13,12,17,22,21,20,15,10,11,12,17,18,23,22,17,18,19,24,23,18,19,14,13,8,3,2,7,6,11,12,7,8,3,2,1,0
2,22,24,23,6,1,4,20,14,3,15,17,19,5,13,10,12,8,16,21,18,11,0,7,9  98  19988098678 17,18,23,22,17,12,7,6,11,10,15,20,21,22,17,12,13,8,7,2,1,0,5,10,11,12,13,18,23,22,17,12,7,2,3,4,9,8,13,18,19,24,23,18,17,12,7,2,3,8,13,14,19,18,17,12,7,6,11,16,15,20,21,22,23,18,17,12,7,2,3,4,9,14,19,24,23,18,17,16,15,20,21,22,23,18,17,12,11,16,15,10,5,6,7,2,1,0
5,8,0,6,15,1,4,16,12,10,22,21,7,17,18,24,2,14,11,3,19,23,9,20,13 102  19937968092 1,6,7,12,13,18,17,22,23,18,17,22,21,20,15,10,11,16,17,22,21,20,15,10,5,6,11,12,13,14,19,18,13,8,9,4,3,2,7,8,9,4,3,2,1,6,7,8,9,14,19,24,23,22,21,20,15,16,11,10,5,6,11,12,7,8,3,2,1,6,7,8,9,4,3,8,9,14,19,24,23,22,17,16,11,12,13,14,19,24,23,22,21,20,15,10,11,16,15,10,5,0
