17,0,8,24,18,15,11,16,14,19,10,7,23,20,21,3,6,9,4,1,5,12,13,2,22       1204 80.28  93 26 25 20 22 1,2,5,6,10,15 12,16,17,18,20,21 3,7,8,9,11,13 4,14,19,22,23,24
23,0,13,8,18,2,7,17,4,11,1,5,16,22,9,6,20,24,21,15,14,3,19,12,10  274179906 80.96  81 19 22 21 19 3,4,7,8,9,14 12,13,17,18,22,23 1,2,5,6,10,11 15,16,19,20,21,24
6,14,24,21,15,17,2,10,8,13,11,22,12,4,5,23,1,9,3,20,7,0,19,18,16        252 79.72  91 27 20 21 23 1,4,5,7,9,20 3,8,12,13,14,21 2,6,10,11,15,17 16,18,19,22,23,24
5,12,15,7,1,19,13,9,17,20,11,21,8,3,10,18,24,22,14,16,2,0,23,4,6          1 77.82  89 22 26 21 20 1,2,3,7,9,17 5,6,15,16,18,19 4,8,10,12,13,14 11,20,21,22,23,24
8,5,12,22,11,7,14,20,19,9,17,15,10,0,6,3,23,4,13,24,2,1,21,18,16       2431 79.99  85 23 22 25 15 1,6,7,10,11,12 15,16,17,20,21,22 2,3,4,5,8,9 13,14,18,19,23,24
17,5,12,22,6,16,9,24,18,3,8,13,2,4,19,7,10,23,20,1,21,0,11,14,15       1122 80.49  83 22 20 22 19 3,7,8,13,17,22 11,15,16,20,21,23 1,2,5,6,10,12 4,9,14,18,19,24
0,16,24,2,9,15,8,7,5,23,19,22,12,17,14,1,13,20,21,4,10,18,11,3,6        208 78.64  84 18 17 24 25 3,4,9,14,20,21 11,12,13,17,18,23 1,2,6,10,15,16 5,7,8,19,22,24
22,5,11,9,14,3,7,23,0,6,18,21,1,17,16,10,15,2,13,4,20,19,24,8,12       9886 80.31  76 19 22 17 18 3,15,18,20,21,22 8,11,12,16,17,23 1,2,5,6,7,10 4,9,13,14,19,24
7,5,14,1,20,6,10,13,15,12,21,8,17,18,22,23,16,19,2,0,3,24,4,9,11     967675 80.93  85 26 23 18 18 3,4,7,8,9,12 15,16,17,20,21,23 1,2,5,6,10,11 13,14,18,19,22,24
2,22,24,23,6,1,4,20,14,3,15,17,19,5,13,10,12,8,16,21,18,11,0,7,9        114 80.04  84 18 21 20 25 10,11,12,15,17,18 4,8,9,13,14,23 1,2,3,5,6,7 16,19,20,21,22,24
3,22,15,21,14,12,7,18,6,19,11,16,10,2,4,23,8,5,0,17,9,13,1,24,20         15 79.53  92 22 21 29 20 3,10,11,15,16,21 6,7,8,12,13,22 1,2,4,5,9,14 17,18,19,20,23,24
4,18,2,3,16,6,20,15,9,24,23,10,8,1,22,21,7,17,12,19,11,5,13,0,14       2152 80.39  81 21 23 16 21 11,16,17,20,21,22 1,5,6,10,15,23 2,3,4,7,8,9 12,13,14,18,19,24
17,1,22,3,8,2,21,19,0,11,10,15,6,18,14,9,20,16,12,24,7,23,13,5,4       4504 80.74  76 18 19 20 19 11,12,13,16,17,18 15,19,20,21,22,23 1,2,5,6,7,10 3,4,8,9,14,24
19,20,16,23,1,5,2,3,22,12,6,7,9,11,15,10,14,21,0,4,13,18,17,8,24       8595 79.59  80 23 18 17 22 10,14,15,16,20,21 1,2,3,5,8,23 4,6,7,9,11,12 13,17,18,19,22,24
9,17,19,24,13,21,3,10,5,22,18,2,16,11,7,6,8,15,14,1,12,23,4,20,0      63063 79.35  96 20 27 24 25 6,7,8,11,14,15 1,5,10,20,21,23 2,3,4,9,12,13 16,17,18,19,22,24
17,1,24,2,20,23,3,0,5,11,9,4,18,19,15,10,8,13,7,16,6,22,14,21,12         10 79.58  95 22 22 21 30 7,8,9,10,12,16 4,13,14,15,18,19 1,2,3,5,6,11 17,20,21,22,23,24
16,8,19,24,1,22,13,4,7,3,15,11,0,17,5,18,9,21,20,14,12,6,23,2,10       1794 80.16  88 24 22 20 22 1,5,6,10,11,15 2,16,17,18,20,21 3,4,7,8,9,12 13,14,19,22,23,24
3,7,15,6,8,22,17,11,18,24,2,21,4,23,16,5,13,12,10,14,0,19,20,1,9      15907 79.63  86 27 19 18 22 1,5,10,11,15,19 12,16,17,20,21,22 2,3,4,7,8,13 6,9,14,18,23,24
22,18,21,6,17,7,15,20,11,5,8,1,4,14,12,0,3,24,10,23,13,2,9,19,16    1036962 80.81  99 25 27 24 23 3,4,8,9,12,14 11,15,17,20,21,22 1,2,5,6,7,10 13,16,18,19,23,24
6,0,13,20,11,23,14,16,8,21,10,7,19,17,24,3,5,2,15,1,18,4,22,12,9      90336 79.79  95 26 19 21 29 8,11,12,16,20,21 2,15,17,18,19,22 1,3,5,6,7,10 4,9,13,14,23,24
5,8,0,6,15,1,4,16,12,10,22,21,7,17,18,24,2,14,11,3,19,23,9,20,13     328356 80.03  84 17 22 22 23 3,7,11,12,16,21 13,14,18,19,20,23 1,2,5,6,10,15 4,8,9,17,22,24
10,21,2,9,16,19,14,13,12,24,7,17,1,8,20,4,23,5,0,22,18,15,11,3,6       6930 80.37  92 26 25 20 21 1,4,5,9,15,20 2,6,10,11,16,21 3,7,8,12,13,14 17,18,19,22,23,24
9,3,11,7,24,1,4,0,20,17,14,13,16,12,18,8,21,23,19,6,5,10,2,15,22     631236 80.75  83 24 20 22 17 3,4,7,8,9,15 12,13,14,16,20,21 1,2,5,6,10,11 17,18,19,22,23,24
23,20,2,18,1,6,10,12,3,0,14,5,21,4,13,11,8,19,16,17,15,22,24,9,7        226 80.10  77 18 21 19 19 3,4,11,13,14,18 1,2,5,6,10,20 7,8,9,12,15,16 17,19,21,22,23,24
17,9,1,0,23,2,6,16,11,15,19,3,20,22,13,21,10,8,12,7,18,5,14,4,24     326592 80.42  85 18 27 18 22 7,8,11,12,13,22 15,16,17,18,20,23 1,2,5,6,10,21 3,4,9,14,19,24
0,20,11,4,16,1,12,7,5,17,24,2,19,8,14,13,21,10,3,15,22,23,18,9,6         90 79.89  82 15 23 22 22 4,8,9,14,18,19 13,15,16,17,21,22 2,3,6,7,10,11 1,5,12,20,23,24
18,11,3,19,23,10,7,5,24,8,17,15,21,16,0,6,2,22,4,20,9,12,14,1,13      68691 80.79  88 22 19 21 26 2,3,4,8,9,12 15,16,17,20,21,22 1,5,6,7,10,11 13,14,18,19,23,24
8,9,1,13,14,22,21,17,5,15,0,2,20,18,3,11,23,7,16,19,12,24,10,4,6         21 79.42  88 20 20 24 24 2,7,16,17,20,21 3,4,13,14,18,23 1,5,6,8,10,11 9,12,15,19,22,24
12,6,4,0,2,22,10,3,17,18,20,16,9,19,7,11,24,14,15,8,1,21,13,5,23      32212 79.99  77 16 22 18 21 3,8,9,13,14,19 1,5,11,16,20,21 2,4,6,7,10,12 15,17,18,22,23,24
16,23,1,14,20,4,10,8,5,18,21,9,3,15,24,0,22,7,13,12,17,11,2,19,6     265278 80.44  87 27 20 21 19 2,6,7,10,12,20 11,15,16,17,21,22 1,3,4,5,8,9 13,14,18,19,23,24
8,2,7,12,10,21,11,14,6,22,24,0,5,23,15,3,1,19,20,16,18,4,13,9,17    1470435 80.58  95 27 26 17 25 3,4,8,9,13,14 10,15,16,19,20,21 1,2,5,6,7,11 12,17,18,22,23,24
1,6,16,19,14,13,11,15,18,21,12,20,7,4,17,10,9,23,24,8,5,2,0,3,22         15 79.49  80 22 20 20 18 3,4,8,14,18,19 1,5,10,16,20,21 2,6,7,11,13,15 9,12,17,22,23,24
24,10,8,13,12,7,2,9,5,14,18,0,20,19,17,1,11,15,3,21,23,6,22,4,16        352 79.90  85 19 22 20 24 3,4,8,9,13,14 6,11,15,16,18,20 1,2,5,7,10,12 17,19,21,22,23,24
11,0,2,14,24,19,21,20,3,5,15,23,13,4,22,10,8,6,9,17,7,18,16,12,1          9 79.59  89 24 19 21 25 11,14,16,19,20,21 12,13,17,18,22,23 6,7,8,9,10,15 1,2,3,4,5,24
2,21,20,11,10,15,4,24,6,22,1,0,7,3,14,19,18,9,8,5,16,17,13,12,23        252 79.35  85 25 17 25 18 4,6,16,20,21,22 12,13,17,18,19,23 1,2,5,10,11,15 3,7,8,9,14,24
6,2,24,0,19,14,13,11,18,12,3,21,5,4,20,8,1,22,9,16,10,23,17,15,7       1234 80.57  87 28 20 15 24 3,7,8,12,13,14 15,17,20,21,22,23 1,2,5,6,10,11 4,9,16,18,19,24
19,3,6,9,11,10,0,13,5,24,23,8,18,17,7,15,21,12,20,16,4,14,1,2,22       5421 80.72  88 22 19 23 24 3,4,8,9,13,14 12,16,17,18,22,23 1,2,5,6,7,10 11,15,19,20,21,24
7,0,17,23,16,15,9,3,12,14,18,13,11,10,8,1,19,6,4,2,24,22,21,5,20       4840 80.36  91 18 21 27 25 7,8,11,12,13,16 3,4,9,14,17,18 1,2,5,6,10,15 19,20,21,22,23,24
3,21,19,16,5,20,12,0,11,18,24,13,14,22,4,6,8,7,17,23,2,15,10,1,9       1440 80.10  89 23 19 25 22 2,6,10,15,18,20 7,11,12,16,17,21 1,3,4,5,8,9 13,14,19,22,23,24
14,13,0,19,9,24,18,10,4,5,8,6,7,11,22,2,12,17,3,23,20,16,15,1,21       7140 80.74  82 20 13 27 22 3,7,11,12,13,14 15,16,17,20,21,22 1,2,5,6,8,10 4,9,18,19,23,24
20,21,23,11,8,0,24,19,15,10,3,12,7,4,2,17,18,5,22,1,9,16,14,13,6        703 79.75  99 23 21 30 25 10,12,14,15,18,19 11,16,17,20,21,22 1,2,3,4,5,6 7,8,9,13,23,24
0,11,4,1,23,10,2,19,6,7,24,21,3,15,12,14,17,8,5,22,16,18,20,9,13        223 79.52  82 16 21 20 25 10,15,16,20,21,22 12,13,14,17,18,23 3,6,7,8,9,19 1,2,4,5,11,24
22,2,21,8,3,18,5,1,10,13,14,4,12,23,24,20,0,9,6,19,11,16,7,15,17       4231 80.71  78 22 19 17 20 4,8,9,13,14,15 7,11,12,16,20,21 1,2,3,5,6,10 17,18,19,22,23,24
19,17,5,0,7,1,9,20,23,10,2,18,3,13,14,8,12,16,21,4,11,6,15,24,22    1483818 79.91  81 18 22 18 23 6,7,11,12,16,17 1,2,5,10,15,23 3,4,8,9,13,14 18,19,20,21,22,24
19,1,20,2,4,7,10,8,15,24,9,3,18,5,16,12,17,11,0,22,13,21,6,23,14        679 80.12  82 21 19 18 24 11,12,13,16,17,18 2,6,7,10,20,21 1,3,4,5,8,9 14,15,19,22,23,24
13,14,3,16,11,12,23,21,19,0,18,15,10,1,24,6,9,4,2,7,17,8,20,5,22    2522520 80.10  93 19 24 28 22 2,6,10,15,18,20 7,11,12,16,17,21 1,3,4,5,8,9 13,14,19,22,23,24
15,18,14,13,11,5,23,12,7,24,0,22,2,21,3,9,20,16,17,4,8,6,10,1,19     305424 80.59  86 24 20 22 20 3,7,8,9,13,14 11,15,16,18,20,21 1,2,5,6,10,12 4,17,19,22,23,24
5,21,0,11,12,23,6,7,1,24,9,8,17,13,3,18,10,4,19,20,16,2,14,15,22       6816 80.30  82 14 25 23 20 1,5,6,10,17,18 11,12,15,16,20,21 2,3,4,7,8,9 13,14,19,22,23,24
4,8,6,11,1,17,21,0,24,18,19,23,14,15,20,12,22,7,13,3,9,5,10,2,16      21439 80.43  97 25 21 28 23 14,15,16,17,20,21 7,8,9,11,12,22 1,2,4,5,6,10 3,13,18,19,23,24
0,2,9,17,11,15,21,5,12,8,22,3,19,16,18,6,14,7,24,1,20,4,10,23,13        636 80.46  82 20 22 22 18 3,7,8,11,12,17 4,9,16,20,21,22 1,2,5,6,10,15 13,14,18,19,23,24
3,13,10,15,11,6,16,5,21,23,7,14,8,24,18,1,9,22,2,4,17,12,19,0,20  362408508 81.09  83 20 24 20 19 3,4,8,9,13,14 11,12,15,16,17,21 1,2,5,6,7,10 18,19,20,22,23,24
23,16,15,2,14,3,4,1,6,7,13,17,0,20,5,10,12,8,21,24,18,19,9,11,22         31 79.92  86 20 22 24 20 10,12,13,15,17,20 7,8,9,11,16,21 1,2,3,4,5,6 14,18,19,22,23,24
7,5,0,12,18,10,9,8,19,6,3,14,22,4,17,15,23,16,13,24,2,11,20,21,1     219022 80.30  76 22 14 23 17 3,4,6,8,9,14 15,16,20,21,22,23 1,2,5,7,10,11 12,13,17,18,19,24
13,4,1,11,15,14,2,5,19,16,10,12,22,7,18,3,6,9,0,23,21,20,8,17,24      39690 80.28  80 20 23 24 13 6,7,8,11,12,13 10,14,15,16,20,21 1,2,3,4,5,9 17,18,19,22,23,24
17,22,20,19,2,23,3,9,10,16,12,8,1,4,18,24,14,0,7,15,11,5,21,13,6       4788 79.81  95 21 24 25 25 2,7,11,15,20,21 3,4,8,16,17,22 1,5,6,9,10,12 13,14,18,19,23,24
15,8,11,4,10,16,24,5,17,3,20,21,7,0,23,12,19,13,22,14,6,2,18,1,9       7371 79.99  81 25 21 14 21 1,5,10,12,15,16 2,6,7,11,20,21 3,4,8,9,13,14 17,18,19,22,23,24
14,5,11,18,9,23,15,0,1,10,2,16,22,12,13,24,4,19,6,20,7,8,17,21,3      51004 80.35  89 23 18 26 22 2,6,7,10,12,19 1,5,15,16,20,21 3,4,8,9,13,14 11,17,18,22,23,24
2,24,15,4,1,23,9,14,8,10,16,6,17,0,20,19,7,3,12,21,18,11,13,22,5        195 79.94  91 23 17 24 27 6,10,11,15,16,20 3,7,12,17,21,22 1,2,4,5,8,9 13,14,18,19,23,24
19,13,14,8,24,21,2,18,16,4,15,12,7,10,17,9,1,20,11,6,3,0,22,23,5      69454 80.20  91 25 24 17 25 13,14,16,17,18,19 1,5,15,20,21,22 2,6,7,10,11,12 3,4,8,9,23,24
8,7,19,15,22,12,3,13,9,0,20,24,17,16,23,2,21,4,18,10,1,14,5,11,6     376131 79.92  95 24 24 25 22 1,5,13,14,20,21 3,4,8,9,15,23 2,6,7,10,11,12 16,17,18,19,22,24
17,24,15,20,23,9,16,0,4,11,8,14,5,22,1,12,13,10,3,19,7,6,2,21,18    3850329 80.56  95 23 23 27 22 3,4,8,15,20,21 9,11,12,16,17,22 1,2,5,6,7,10 13,14,18,19,23,24
17,23,24,4,15,6,0,8,14,3,18,13,10,16,12,21,7,19,11,1,2,5,22,20,9       7555 79.91  88 25 18 22 23 2,4,11,15,16,17 8,9,12,13,14,18 1,3,5,6,7,10 19,20,21,22,23,24
0,11,21,12,1,15,22,3,5,6,8,23,13,9,14,2,4,20,19,10,18,24,16,17,7          4 80.12  88 24 22 24 18 2,7,8,12,13,22 16,17,18,20,21,23 1,5,6,10,11,15 3,4,9,14,19,24
12,17,6,24,0,23,16,1,22,2,8,21,20,10,4,5,7,18,3,9,14,11,19,13,15     280791 80.11  84 22 24 18 20 7,14,15,18,19,21 11,12,16,17,22,23 1,2,5,6,10,20 3,4,8,9,13,24
13,6,9,7,12,3,0,5,14,4,2,17,18,21,23,8,1,24,15,20,22,19,10,16,11     867525 81.13  84 23 21 23 17 3,4,7,8,12,13 15,16,17,20,21,22 1,2,5,6,10,11 9,14,18,19,23,24
12,9,1,11,24,19,3,5,7,15,0,14,23,21,2,20,22,18,8,16,6,4,17,13,10         49 80.15  92 20 27 24 21 8,12,13,14,18,19 2,6,10,11,15,20 1,3,4,5,7,9 16,17,21,22,23,24
2,16,20,23,22,13,5,14,18,12,19,15,0,11,10,6,1,7,8,4,3,9,17,24,21       9066 79.32  92 21 25 23 23 1,2,5,10,11,16 6,9,15,17,19,20 3,4,7,8,12,13 14,18,21,22,23,24
5,12,10,4,18,13,2,17,3,11,14,16,1,24,21,0,7,9,19,8,20,6,15,22,23     233886 80.18  69 20 19 15 15 1,5,6,10,11,15 7,14,16,17,20,21 2,3,4,8,9,13 12,18,19,22,23,24
1,5,22,12,0,24,19,7,4,2,18,9,15,16,14,17,23,20,10,21,3,13,11,6,8     174384 80.20  88 19 23 20 26 14,15,16,17,18,19 3,4,7,8,9,22 1,2,5,6,10,12 11,13,20,21,23,24
4,11,10,9,20,2,12,0,18,22,3,21,7,5,16,1,14,15,24,8,19,13,23,6,17       2772 79.34  87 24 27 19 17 1,4,5,13,17,19 14,15,16,20,21,22 2,3,7,10,11,12 6,8,9,18,23,24
7,21,18,15,14,9,11,12,17,19,23,1,3,20,10,0,2,8,5,24,22,13,4,6,16     505848 80.10  91 27 25 23 16 1,5,15,16,17,20 2,6,7,10,11,21 3,4,8,9,12,18 13,14,19,22,23,24
7,20,9,24,1,8,2,5,21,15,19,4,3,18,17,16,22,11,13,23,14,6,10,0,12     553762 81.10  89 24 23 21 21 3,4,8,9,12,14 11,15,16,20,21,22 1,2,5,6,7,10 13,17,18,19,23,24
7,13,19,15,11,4,9,22,17,10,2,23,24,20,1,12,18,0,21,8,16,5,6,3,14   11855844 80.03  95 24 23 27 21 11,15,16,17,20,21 6,8,9,10,12,22 1,2,3,4,5,7 13,14,18,19,23,24
11,21,22,18,9,15,1,13,5,2,4,3,20,16,10,17,14,7,23,6,12,8,19,0,24    3211992 81.11  81 22 21 23 15 3,4,8,9,13,14 12,15,16,17,20,21 1,2,5,6,10,11 7,18,19,22,23,24
14,17,5,24,22,6,1,15,16,21,11,9,23,3,10,8,18,2,20,19,0,7,4,13,12        292 78.91  98 25 23 23 27 4,10,11,15,18,20 2,3,7,8,13,23 1,5,6,12,14,17 9,16,19,21,22,24
7,8,13,16,19,3,11,23,5,4,15,14,24,18,0,17,9,10,2,21,22,1,12,6,20     144639 80.05  86 18 22 24 22 3,4,8,12,13,19 15,16,17,20,21,22 1,2,5,6,7,11 9,10,14,18,23,24
21,7,8,15,14,6,20,18,17,23,22,9,3,5,12,16,19,2,1,13,10,0,11,24,4       3037 79.94  85 20 22 23 20 2,6,7,10,11,21 15,16,17,20,22,23 1,3,5,8,12,18 4,9,13,14,19,24
6,21,18,17,0,4,7,13,8,22,20,19,23,3,9,12,11,16,10,24,15,1,2,5,14       3615 80.29  84 23 18 20 23 1,5,6,10,15,20 2,7,11,12,16,21 3,4,8,9,13,18 14,17,19,22,23,24
11,6,15,1,7,17,14,16,2,22,8,10,0,24,18,19,3,13,23,9,20,4,21,12,5        145 78.56  82 17 24 24 17 1,6,11,15,16,21 5,9,12,18,22,23 2,3,4,7,8,10 13,14,17,19,20,24
13,8,7,23,19,1,10,9,11,15,16,24,17,12,3,0,2,5,4,6,14,20,22,18,21       8638 80.08  81 18 20 21 22 3,4,7,8,9,19 2,15,16,20,21,22 1,5,6,10,11,13 12,14,17,18,23,24
12,8,20,17,1,22,14,18,16,2,6,0,7,11,10,5,15,23,4,24,9,21,19,13,3     375511 80.79  87 23 24 22 18 7,8,9,11,12,14 15,16,17,20,21,22 1,2,4,5,6,10 3,13,18,19,23,24
0,23,22,8,1,10,16,5,20,2,11,7,17,21,6,19,4,24,3,9,18,12,15,13,14   21479509 81.09  82 20 22 19 21 1,2,5,6,10,15 11,16,17,20,21,22 3,4,7,8,9,12 13,14,18,19,23,24
20,15,23,9,2,17,6,0,18,12,3,7,11,4,22,1,14,24,21,8,19,10,16,13,5     225999 80.14  85 21 21 24 19 4,8,9,14,18,19 3,7,11,13,17,23 1,2,5,6,10,15 12,16,20,21,22,24
0,22,17,12,24,11,14,6,2,8,20,13,23,18,9,1,10,3,19,21,15,5,7,4,16        108 79.79  84 19 23 22 20 1,2,5,6,10,21 11,14,15,17,20,22 4,7,12,13,16,19 3,8,9,18,23,24
6,1,10,14,22,15,9,17,11,24,4,23,20,5,8,7,3,12,0,21,13,18,2,16,19     108129 80.26  88 20 28 19 21 10,11,15,16,20,21 2,3,4,12,17,22 1,5,6,7,8,9 13,14,18,19,23,24
11,8,24,5,4,12,23,22,7,9,14,20,15,1,2,3,10,13,18,0,21,16,17,19,6       1342 79.57  79 18 19 20 22 10,14,15,16,20,21 3,4,11,12,13,23 1,5,6,7,8,9 2,17,18,19,22,24
22,13,15,23,24,0,4,1,3,8,20,17,11,10,18,14,2,9,7,5,12,21,19,16,6     819282 80.55  91 22 22 26 21 4,7,8,9,13,20 12,15,16,17,21,22 1,2,5,6,10,11 3,14,18,19,23,24
1,17,15,22,7,10,24,23,0,9,6,8,16,3,4,2,13,14,18,12,21,20,19,11,5         48 78.84  80 15 22 24 19 1,6,10,15,20,21 11,12,13,16,19,22 2,3,5,7,8,17 4,9,14,18,23,24
0,10,1,3,15,19,17,8,6,4,11,22,2,14,9,21,24,20,5,7,12,23,18,13,16        319 80.00  76 23 15 14 24 1,2,5,6,10,19 7,9,13,14,18,22 3,4,8,11,12,17 15,16,20,21,23,24
16,1,24,4,7,8,14,15,18,2,13,12,22,17,20,10,21,9,0,5,19,23,3,6,11     132144 80.25  90 24 23 19 24 1,2,5,6,14,17 10,11,15,16,20,21 4,7,8,9,12,13 3,18,19,22,23,24
20,4,12,2,8,9,3,5,19,22,0,14,24,6,7,13,16,21,10,1,17,23,15,11,18      14673 80.58  84 20 19 25 20 3,8,9,12,13,14 11,15,16,20,21,23 1,2,4,5,6,10 7,17,18,19,22,24
13,19,4,5,7,22,2,20,15,14,23,1,11,6,21,9,0,10,12,17,24,3,18,16,8       2652 79.74  94 25 21 26 22 7,8,9,12,16,21 2,6,10,11,13,22 1,3,4,5,15,20 14,17,18,19,23,24
10,17,23,11,12,2,9,14,22,13,20,15,24,1,8,3,18,6,16,7,5,4,0,19,21   43034880 81.02  88 25 17 23 23 3,4,8,9,13,14 11,15,16,18,20,21 1,2,5,6,7,10 12,17,19,22,23,24
7,4,21,19,22,6,24,2,23,20,12,14,16,8,13,18,10,17,3,0,9,5,15,1,11         30 79.61  97 19 24 19 35 2,4,6,7,10,21 3,8,9,13,14,23 11,12,15,16,17,18 1,5,19,20,22,24
23,12,5,15,1,0,21,20,11,17,14,4,19,6,2,10,24,3,13,16,18,8,7,9,22      11130 80.08  95 26 29 19 21 3,4,8,9,12,21 7,15,17,18,20,23 1,2,5,6,10,11 13,14,16,19,22,24
8,15,0,13,24,16,7,3,19,18,23,2,20,4,21,9,11,22,1,5,17,12,14,10,6     219484 80.56  94 18 19 33 24 3,7,8,12,13,15 11,16,17,20,21,22 1,2,5,6,9,10 4,14,18,19,23,24
24,0,11,8,2,20,6,5,10,14,13,21,15,4,23,3,17,19,22,7,18,1,9,12,16     184312 81.07  85 21 19 21 24 3,4,8,9,13,14 7,15,16,17,20,21 1,2,5,6,10,11 12,18,19,22,23,24
24,22,0,20,14,13,7,15,2,19,18,6,11,16,1,8,3,21,10,12,4,23,17,5,9     931134 80.92  98 21 24 30 23 3,7,8,11,12,13 15,16,17,20,21,22 1,2,4,5,6,10 9,14,18,19,23,24
